iter	Logloss
0	0.3569448554
1	0.2085038184
2	0.1263883493
3	0.08679622281
4	0.06607382529
5	0.05429765965
6	0.04749476302
7	0.04291460022
8	0.04032133127
9	0.03796980505
10	0.03668682541
11	0.03544593267
12	0.03448180986
13	0.03387605569
14	0.03334584238
15	0.03298099389
16	0.03274016066
17	0.03246183016
18	0.03215880778
19	0.03200423323
20	0.03176073368
21	0.03158574008
22	0.03138978793
23	0.03122215931
24	0.03111179916
25	0.03099753806
26	0.03083645913
27	0.03068184887
28	0.03057989364
29	0.03042693627
30	0.03033532502
31	0.03024293579
32	0.03011311291
33	0.03003720798
34	0.02994015136
35	0.02985232505
36	0.02976195381
37	0.02973793806
38	0.02968369367
39	0.02960458564
40	0.02953139155
41	0.02948878842
42	0.02941556527
43	0.02931080217
44	0.02919862364
45	0.02913361946
46	0.02907730787
47	0.02898125227
48	0.02887278524
49	0.02880664279
50	0.02870009173
51	0.02864430773
52	0.02857180733
53	0.02851740373
54	0.02844911424
55	0.02841094842
56	0.02837928899
57	0.02835644637
58	0.0282902287
59	0.02821744629
60	0.02818122179
61	0.02813328321
62	0.02808666144
63	0.02804106571
64	0.02799363687
65	0.02794874571
66	0.02783732235
67	0.02770339577
68	0.02765287801
69	0.02758857589
70	0.02756248226
71	0.0275112041
72	0.02747384559
73	0.02742641901
74	0.02732942655
75	0.0273067542
76	0.02725593316
77	0.02722019094
78	0.02715358648
79	0.0270473276
80	0.02700424391
81	0.02696598188
82	0.02690091907
83	0.02687498729
84	0.02683347092
85	0.02676108011
86	0.02665740632
87	0.02659291717
88	0.02657466608
89	0.02652908093
90	0.02645255322
91	0.02635448643
92	0.02633641014
93	0.02630916548
94	0.02627243103
95	0.026219028
96	0.02614912485
97	0.02609930955
98	0.02603065242
99	0.02600700159
100	0.02593664502
101	0.02589274584
102	0.02583165287
103	0.02577658719
104	0.02570205725
105	0.02565517426
106	0.02563546156
107	0.02555235952
108	0.02551035506
109	0.0254728585
110	0.02542029771
111	0.02538564497
112	0.02535269408
113	0.02531233751
114	0.02529919492
115	0.0252814573
116	0.02526036063
117	0.02519175012
118	0.02515426992
119	0.02505285297
120	0.02502114872
121	0.02498372683
122	0.02496006232
123	0.02489616066
124	0.02483775355
125	0.02477863338
126	0.02475738795
127	0.02474449416
128	0.02469970684
129	0.02464943242
130	0.02459855487
131	0.02455810872
132	0.02453889654
133	0.02450086847
134	0.02448584253
135	0.02445197206
136	0.02438888136
137	0.02433410504
138	0.02424644862
139	0.0241933529
140	0.02417469807
141	0.02411275978
142	0.02409049497
143	0.02405361175
144	0.02397292738
145	0.02395694326
146	0.02394053276
147	0.0238983591
148	0.02387578538
149	0.0238283821
150	0.02380686163
151	0.02374040639
152	0.02372007516
153	0.02371437567
154	0.02367063612
155	0.02364962576
156	0.02361388357
157	0.02353563183
158	0.02350517189
159	0.02345346378
160	0.02343787078
161	0.02339747385
162	0.02336861323
163	0.02331764321
164	0.02330710448
165	0.02326338363
166	0.02323229818
167	0.02318678426
168	0.02317098394
169	0.02313134503
170	0.02311951076
171	0.02310331565
172	0.02306831682
173	0.02303883582
174	0.02302838184
175	0.02298654641
176	0.02297175929
177	0.02294355872
178	0.02291354866
179	0.02283170504
180	0.02278921623
181	0.02273667607
182	0.02269027674
183	0.0226276631
184	0.02259108562
185	0.02255199497
186	0.02252036064
187	0.02244592416
188	0.02243892502
189	0.02239765245
190	0.02235535214
191	0.02233771557
192	0.02231614756
193	0.02227579399
194	0.02224738383
195	0.02221443612
196	0.02218736175
197	0.02218155424
198	0.02216540935
199	0.02211022998
200	0.02208483077
201	0.0220621926
202	0.02199635012
203	0.02199163601
204	0.02194245912
205	0.02193486859
206	0.02189679747
207	0.02184995693
208	0.0218395892
209	0.02178278836
210	0.02175893614
211	0.02174459862
212	0.02168715324
213	0.02165058614
214	0.02162366755
215	0.02157308762
216	0.02154049555
217	0.02150668077
218	0.02144790689
219	0.02137362917
220	0.02134424371
221	0.02132730014
222	0.02129506786
223	0.02126306259
224	0.02119074991
225	0.02111524081
226	0.02110527071
227	0.02108631457
228	0.02107168197
229	0.02104647671
230	0.02103951457
231	0.02098720751
232	0.0209630418
233	0.02093403386
234	0.02089115155
235	0.02084492056
236	0.02082391969
237	0.02081516183
238	0.02079809112
239	0.02078075037
240	0.0207599346
241	0.02073082998
242	0.02071358695
243	0.02067171214
244	0.02063189411
